Cross,Fert,Direction,Genet,Species,Year,Night
031-104 ,11.99331898,Ova,x104,ACER,Year 2-2022,ACER-8/15/2022
048-104 ,16.8396867,Ova,x104,ACER,Year 2-2022,ACER-8/15/2022
056-104 ,21.88548538,Ova,x104,ACER,Year 2-2022,ACER-8/15/2022
067-104 ,15.76035782,Ova,x104,ACER,Year 2-2022,ACER-8/15/2022
121-104 ,39.50734471,Ova,x104,ACER,Year 2-2022,ACER-8/15/2022
007-121 ,10.61119197,Ova,x121,ACER,Year 2-2022,ACER-8/15/2022
022-121 ,13.52699408,Ova,x121,ACER,Year 2-2022,ACER-8/15/2022
025-121 ,12.42724868,Ova,x121,ACER,Year 2-2022,ACER-8/15/2022
028-121 ,7.848897135,Ova,x121,ACER,Year 2-2022,ACER-8/15/2022
031-121 ,6.807181889,Ova,x121,ACER,Year 2-2022,ACER-8/15/2022
048-121 ,8.912037037,Ova,x121,ACER,Year 2-2022,ACER-8/15/2022
056-121 ,28.36246201,Ova,x121,ACER,Year 2-2022,ACER-8/15/2022
067-121 ,14.00759734,Ova,x121,ACER,Year 2-2022,ACER-8/15/2022
104-121 ,25.18199234,Ova,x121,ACER,Year 2-2022,ACER-8/15/2022
007-022 ,2.732240437,Sperm,x007,ACER,Year 2-2022,ACER-8/15/2022
007-025 ,27.52689497,Sperm,x007,ACER,Year 2-2022,ACER-8/15/2022
007-028 ,20.38162783,Sperm,x007,ACER,Year 2-2022,ACER-8/15/2022
007-031 ,59.0104789,Sperm,x007,ACER,Year 2-2022,ACER-8/15/2022
007-048 ,43.95839817,Sperm,x007,ACER,Year 2-2022,ACER-8/15/2022
007-056 ,31.1887019,Sperm,x007,ACER,Year 2-2022,ACER-8/15/2022
007-067 ,50.22544283,Sperm,x007,ACER,Year 2-2022,ACER-8/15/2022
007-104 ,0.916573139,Sperm,x007,ACER,Year 2-2022,ACER-8/15/2022
007-121 ,10.61119197,Sperm,x007,ACER,Year 2-2022,ACER-8/15/2022
022-007 ,0.529100529,Sperm,x22,ACER,Year 2-2022,ACER-8/15/2022
022-025 ,34.21652422,Sperm,x22,ACER,Year 2-2022,ACER-8/15/2022
022-028 ,28.15965427,Sperm,x22,ACER,Year 2-2022,ACER-8/15/2022
022-031 ,86.76470588,Sperm,x22,ACER,Year 2-2022,ACER-8/15/2022
022-048 ,50.48993722,Sperm,x22,ACER,Year 2-2022,ACER-8/15/2022
022-056 ,43.94851738,Sperm,x22,ACER,Year 2-2022,ACER-8/15/2022
022-067 ,74.72222222,Sperm,x22,ACER,Year 2-2022,ACER-8/15/2022
022-104 ,1.36009636,Sperm,x22,ACER,Year 2-2022,ACER-8/15/2022
022-121 ,13.52699408,Sperm,x22,ACER,Year 2-2022,ACER-8/15/2022
025-007 ,18.36572152,Sperm,x25,ACER,Year 2-2022,ACER-8/15/2022
025-022 ,78.81241565,Sperm,x25,ACER,Year 2-2022,ACER-8/15/2022
025-028 ,16.78018278,Sperm,x25,ACER,Year 2-2022,ACER-8/15/2022
025-031 ,54.0347664,Sperm,x25,ACER,Year 2-2022,ACER-8/15/2022
025-048 ,23.93673195,Sperm,x25,ACER,Year 2-2022,ACER-8/15/2022
025-056 ,34.87716084,Sperm,x25,ACER,Year 2-2022,ACER-8/15/2022
025-067 ,55.80884318,Sperm,x25,ACER,Year 2-2022,ACER-8/15/2022
025-104 ,9.486701363,Sperm,x25,ACER,Year 2-2022,ACER-8/15/2022
025-121 ,12.42724868,Sperm,x25,ACER,Year 2-2022,ACER-8/15/2022
028-007 ,41.44728238,Sperm,x28,ACER,Year 2-2022,ACER-8/15/2022
028-022 ,91.99284512,Sperm,x28,ACER,Year 2-2022,ACER-8/15/2022
028-025 ,31.52875587,Sperm,x28,ACER,Year 2-2022,ACER-8/15/2022
028-031 ,61.41287486,Sperm,x28,ACER,Year 2-2022,ACER-8/15/2022
028-048 ,33.72643617,Sperm,x28,ACER,Year 2-2022,ACER-8/15/2022
028-056 ,46.82125604,Sperm,x28,ACER,Year 2-2022,ACER-8/15/2022
028-067 ,60.70572175,Sperm,x28,ACER,Year 2-2022,ACER-8/15/2022
028-104 ,16.57236842,Sperm,x28,ACER,Year 2-2022,ACER-8/15/2022
028-121 ,7.848897135,Sperm,x28,ACER,Year 2-2022,ACER-8/15/2022
031-007 ,16.45210728,Sperm,x31,ACER,Year 2-2022,ACER-8/15/2022
031-022 ,47.81754799,Sperm,x31,ACER,Year 2-2022,ACER-8/15/2022
031-025 ,23.19790538,Sperm,x31,ACER,Year 2-2022,ACER-8/15/2022
031-028 ,12.19047619,Sperm,x31,ACER,Year 2-2022,ACER-8/15/2022
031-048 ,23.92810791,Sperm,x31,ACER,Year 2-2022,ACER-8/15/2022
031-056 ,29.40907331,Sperm,x31,ACER,Year 2-2022,ACER-8/15/2022
031-067 ,33.00803159,Sperm,x31,ACER,Year 2-2022,ACER-8/15/2022
031-104 ,11.99331898,Sperm,x31,ACER,Year 2-2022,ACER-8/15/2022
031-121 ,6.807181889,Sperm,x31,ACER,Year 2-2022,ACER-8/15/2022
048-007 ,19.17177629,Sperm,x48,ACER,Year 2-2022,ACER-8/15/2022
048-022 ,60.66531685,Sperm,x48,ACER,Year 2-2022,ACER-8/15/2022
048-025 ,27.93317793,Sperm,x48,ACER,Year 2-2022,ACER-8/15/2022
048-028 ,16.01909995,Sperm,x48,ACER,Year 2-2022,ACER-8/15/2022
048-031 ,16.08045977,Sperm,x48,ACER,Year 2-2022,ACER-8/15/2022
048-056 ,29.78783321,Sperm,x48,ACER,Year 2-2022,ACER-8/15/2022
048-067 ,32.87659201,Sperm,x48,ACER,Year 2-2022,ACER-8/15/2022
048-104 ,16.8396867,Sperm,x48,ACER,Year 2-2022,ACER-8/15/2022
048-121 ,8.912037037,Sperm,x48,ACER,Year 2-2022,ACER-8/15/2022
056-007 ,33.30174656,Sperm,x56,ACER,Year 2-2022,ACER-8/15/2022
056-022 ,86.94388049,Sperm,x56,ACER,Year 2-2022,ACER-8/15/2022
056-025 ,28.82498058,Sperm,x56,ACER,Year 2-2022,ACER-8/15/2022
056-028 ,24.53383616,Sperm,x56,ACER,Year 2-2022,ACER-8/15/2022
056-031 ,70.22357724,Sperm,x56,ACER,Year 2-2022,ACER-8/15/2022
056-048 ,45.15669516,Sperm,x56,ACER,Year 2-2022,ACER-8/15/2022
056-067 ,58.08080808,Sperm,x56,ACER,Year 2-2022,ACER-8/15/2022
056-104 ,21.88548538,Sperm,x56,ACER,Year 2-2022,ACER-8/15/2022
056-121 ,28.36246201,Sperm,x56,ACER,Year 2-2022,ACER-8/15/2022
067-007 ,25.14619883,Sperm,x67,ACER,Year 2-2022,ACER-8/15/2022
067-022 ,38.17805777,Sperm,x67,ACER,Year 2-2022,ACER-8/15/2022
067-025 ,21.41614221,Sperm,x67,ACER,Year 2-2022,ACER-8/15/2022
067-028 ,15.60558683,Sperm,x67,ACER,Year 2-2022,ACER-8/15/2022
067-031 ,32.14098979,Sperm,x67,ACER,Year 2-2022,ACER-8/15/2022
067-048 ,25.49223417,Sperm,x67,ACER,Year 2-2022,ACER-8/15/2022
067-056 ,33.3974359,Sperm,x67,ACER,Year 2-2022,ACER-8/15/2022
067-104 ,15.76035782,Sperm,x67,ACER,Year 2-2022,ACER-8/15/2022
067-121 ,14.00759734,Sperm,x67,ACER,Year 2-2022,ACER-8/15/2022
104-007 ,1.537176274,Sperm,x104,ACER,Year 2-2022,ACER-8/15/2022
104-022 ,0.529100529,Sperm,x104,ACER,Year 2-2022,ACER-8/15/2022
104-025 ,34.5190175,Sperm,x104,ACER,Year 2-2022,ACER-8/15/2022
104-028 ,31.83596891,Sperm,x104,ACER,Year 2-2022,ACER-8/15/2022
104-031 ,77.89767379,Sperm,x104,ACER,Year 2-2022,ACER-8/15/2022
104-048 ,51.13378685,Sperm,x104,ACER,Year 2-2022,ACER-8/15/2022
104-056 ,49.98481823,Sperm,x104,ACER,Year 2-2022,ACER-8/15/2022
104-067 ,60.37131196,Sperm,x104,ACER,Year 2-2022,ACER-8/15/2022
104-121 ,25.18199234,Sperm,x104,ACER,Year 2-2022,ACER-8/15/2022
121-007 ,39.91013072,Sperm,x121,ACER,Year 2-2022,ACER-8/15/2022
121-022 ,82.99341682,Sperm,x121,ACER,Year 2-2022,ACER-8/15/2022
121-025 ,32.62626263,Sperm,x121,ACER,Year 2-2022,ACER-8/15/2022
121-028 ,31.1323764,Sperm,x121,ACER,Year 2-2022,ACER-8/15/2022
121-031 ,48.37094586,Sperm,x121,ACER,Year 2-2022,ACER-8/15/2022
121-048 ,52.44278046,Sperm,x121,ACER,Year 2-2022,ACER-8/15/2022
121-056 ,42.33875587,Sperm,x121,ACER,Year 2-2022,ACER-8/15/2022
121-067 ,66.3823178,Sperm,x121,ACER,Year 2-2022,ACER-8/15/2022
121-104 ,39.50734471,Sperm,x121,ACER,Year 2-2022,ACER-8/15/2022
056-098 ,9.775198084,Sperm,x56,ACER,Year 2-2022,ACER-8/13/2022
056-108 ,33.76782198,Sperm,x56,ACER,Year 2-2022,ACER-8/13/2022
056-065 ,39.99326146,Sperm,x56,ACER,Year 2-2022,ACER-8/13/2022
056-029 ,37.49869131,Sperm,x56,ACER,Year 2-2022,ACER-8/13/2022
056-057 ,56.79012346,Sperm,x56,ACER,Year 2-2022,ACER-8/13/2022
098-056 ,75.11067087,Sperm,x98,ACER,Year 2-2022,ACER-8/13/2022
098-108 ,38.4245664,Sperm,x98,ACER,Year 2-2022,ACER-8/13/2022
098-065 ,51.12689179,Sperm,x98,ACER,Year 2-2022,ACER-8/13/2022
098-029 ,37.84112943,Sperm,x98,ACER,Year 2-2022,ACER-8/13/2022
098-057 ,95.79570979,Sperm,x98,ACER,Year 2-2022,ACER-8/13/2022
108-056 ,67.95985061,Sperm,x108,ACER,Year 2-2022,ACER-8/13/2022
108-098 ,19.00351237,Sperm,x108,ACER,Year 2-2022,ACER-8/13/2022
108-065 ,25.47319347,Sperm,x108,ACER,Year 2-2022,ACER-8/13/2022
108-029 ,38.36134798,Sperm,x108,ACER,Year 2-2022,ACER-8/13/2022
108-057 ,83.07692308,Sperm,x108,ACER,Year 2-2022,ACER-8/13/2022
065-056 ,20.89973737,Sperm,x65,ACER,Year 2-2022,ACER-8/13/2022
065-098 ,2.381544167,Sperm,x65,ACER,Year 2-2022,ACER-8/13/2022
065-108 ,23.95061728,Sperm,x65,ACER,Year 2-2022,ACER-8/13/2022
065-029 ,4.738015608,Sperm,x65,ACER,Year 2-2022,ACER-8/13/2022
065-057 ,0,Sperm,x65,ACER,Year 2-2022,ACER-8/13/2022
029-056 ,29.41347934,Sperm,x29,ACER,Year 2-2022,ACER-8/13/2022
029-098 ,6.549747986,Sperm,x29,ACER,Year 2-2022,ACER-8/13/2022
029-108 ,34.80533927,Sperm,x29,ACER,Year 2-2022,ACER-8/13/2022
029-065 ,16.31198686,Sperm,x29,ACER,Year 2-2022,ACER-8/13/2022
029-057 ,44.79142835,Sperm,x29,ACER,Year 2-2022,ACER-8/13/2022
057-056 ,11.45491055,Sperm,x57,ACER,Year 2-2022,ACER-8/13/2022
057-098 ,3.791387888,Sperm,x57,ACER,Year 2-2022,ACER-8/13/2022
057-108 ,17.70562771,Sperm,x57,ACER,Year 2-2022,ACER-8/13/2022
057-065 ,11.02559848,Sperm,x57,ACER,Year 2-2022,ACER-8/13/2022
057-029 ,0.584795322,Sperm,x57,ACER,Year 2-2022,ACER-8/13/2022
098-056,75.11067087,Ova,x56,ACER,Year 2-2022,ACER-8/13/2022
108-056,67.95985061,Ova,x56,ACER,Year 2-2022,ACER-8/13/2022
065-056,20.89973737,Ova,x56,ACER,Year 2-2022,ACER-8/13/2022
029-056,29.41347934,Ova,x56,ACER,Year 2-2022,ACER-8/13/2022
057-056,11.45491055,Ova,x56,ACER,Year 2-2022,ACER-8/13/2022
056-098,9.775198084,Ova,x98,ACER,Year 2-2022,ACER-8/13/2022
108-098,19.00351237,Ova,x98,ACER,Year 2-2022,ACER-8/13/2022
065-098,2.381544167,Ova,x98,ACER,Year 2-2022,ACER-8/13/2022
029-098,6.549747986,Ova,x98,ACER,Year 2-2022,ACER-8/13/2022
057-098,3.791387888,Ova,x98,ACER,Year 2-2022,ACER-8/13/2022
056-108,33.76782198,Ova,x108,ACER,Year 2-2022,ACER-8/13/2022
098-108,38.4245664,Ova,x108,ACER,Year 2-2022,ACER-8/13/2022
065-108,23.95061728,Ova,x108,ACER,Year 2-2022,ACER-8/13/2022
029-108,34.80533927,Ova,x108,ACER,Year 2-2022,ACER-8/13/2022
057-108,17.70562771,Ova,x108,ACER,Year 2-2022,ACER-8/13/2022
056-065,39.99326146,Ova,x65,ACER,Year 2-2022,ACER-8/13/2022
098-065,51.12689179,Ova,x65,ACER,Year 2-2022,ACER-8/13/2022
108-065,25.47319347,Ova,x65,ACER,Year 2-2022,ACER-8/13/2022
029-065,16.31198686,Ova,x65,ACER,Year 2-2022,ACER-8/13/2022
057-065,11.02559848,Ova,x65,ACER,Year 2-2022,ACER-8/13/2022
056-029,37.49869131,Ova,x29,ACER,Year 2-2022,ACER-8/13/2022
098-029,37.84112943,Ova,x29,ACER,Year 2-2022,ACER-8/13/2022
108-029,38.36134798,Ova,x29,ACER,Year 2-2022,ACER-8/13/2022
065-029,4.738015608,Ova,x29,ACER,Year 2-2022,ACER-8/13/2022
057-029,0.584795322,Ova,x29,ACER,Year 2-2022,ACER-8/13/2022
056-057,56.79012346,Ova,x57,ACER,Year 2-2022,ACER-8/13/2022
098-057,95.79570979,Ova,x57,ACER,Year 2-2022,ACER-8/13/2022
108-057,83.07692308,Ova,x57,ACER,Year 2-2022,ACER-8/13/2022
065-057,0,Ova,x57,ACER,Year 2-2022,ACER-8/13/2022
029-057,44.79142835,Ova,x57,ACER,Year 2-2022,ACER-8/13/2022
53-58,63.06631403,Sperm,x53,OFAV,Year 1-2019,OFAV-8/23/2019
53-79,41.75945424,Sperm,x53,OFAV,Year 1-2019,OFAV-8/23/2019
53-97,53.33887755,Sperm,x53,OFAV,Year 1-2019,OFAV-8/23/2019
53-102,38.80916848,Sperm,x53,OFAV,Year 1-2019,OFAV-8/23/2019
58-53,59.90393528,Sperm,x58,OFAV,Year 1-2019,OFAV-8/23/2019
58-79,30.22267341,Sperm,x58,OFAV,Year 1-2019,OFAV-8/23/2019
58-97,97.36250269,Sperm,x58,OFAV,Year 1-2019,OFAV-8/23/2019
58-102,88.16411769,Sperm,x58,OFAV,Year 1-2019,OFAV-8/23/2019
79-53,50.75395342,Sperm,x79,OFAV,Year 1-2019,OFAV-8/23/2019
79-58,97.63962604,Sperm,x79,OFAV,Year 1-2019,OFAV-8/23/2019
79-97,98.76724694,Sperm,x79,OFAV,Year 1-2019,OFAV-8/23/2019
79-102,94.40404162,Sperm,x79,OFAV,Year 1-2019,OFAV-8/23/2019
97-53,39.22425404,Sperm,x97,OFAV,Year 1-2019,OFAV-8/23/2019
97-58,93.19905063,Sperm,x97,OFAV,Year 1-2019,OFAV-8/23/2019
97-79,62.63411013,Sperm,x97,OFAV,Year 1-2019,OFAV-8/23/2019
97-102,70.63838,Sperm,x97,OFAV,Year 1-2019,OFAV-8/23/2019
102-53,82.65942334,Sperm,x102,OFAV,Year 1-2019,OFAV-8/23/2019
102-58,97.30805631,Sperm,x102,OFAV,Year 1-2019,OFAV-8/23/2019
102-79,95.59838857,Sperm,x102,OFAV,Year 1-2019,OFAV-8/23/2019
102-97,98.4729779,Sperm,x102,OFAV,Year 1-2019,OFAV-8/23/2019
58-53,59.90393528,Ova,x53,OFAV,Year 1-2019,OFAV-8/23/2019
79-53,50.75395342,Ova,x53,OFAV,Year 1-2019,OFAV-8/23/2019
97-53,39.22425404,Ova,x53,OFAV,Year 1-2019,OFAV-8/23/2019
102-53,82.65942334,Ova,x53,OFAV,Year 1-2019,OFAV-8/23/2019
53-58,63.06631403,Ova,x58,OFAV,Year 1-2019,OFAV-8/23/2019
79-58,97.63962604,Ova,x58,OFAV,Year 1-2019,OFAV-8/23/2019
97-58,93.19905063,Ova,x58,OFAV,Year 1-2019,OFAV-8/23/2019
102-58,97.30805631,Ova,x58,OFAV,Year 1-2019,OFAV-8/23/2019
53-79,41.75945424,Ova,x79,OFAV,Year 1-2019,OFAV-8/23/2019
59-79,77.00455541,Ova,x79,OFAV,Year 1-2019,OFAV-8/23/2019
97-79,62.63411013,Ova,x79,OFAV,Year 1-2019,OFAV-8/23/2019
102-79,95.59838857,Ova,x79,OFAV,Year 1-2019,OFAV-8/23/2019
53-97,53.33887755,Ova,x97,OFAV,Year 1-2019,OFAV-8/23/2019
58-97,97.36250269,Ova,x97,OFAV,Year 1-2019,OFAV-8/23/2019
79-97,98.76724694,Ova,x97,OFAV,Year 1-2019,OFAV-8/23/2019
102-97,98.4729779,Ova,x97,OFAV,Year 1-2019,OFAV-8/23/2019
53-102,38.80916848,Ova,x102,OFAV,Year 1-2019,OFAV-8/23/2019
58-102,88.16411769,Ova,x102,OFAV,Year 1-2019,OFAV-8/23/2019
79-102,94.40404162,Ova,x102,OFAV,Year 1-2019,OFAV-8/23/2019
97-102,70.63838,Ova,x102,OFAV,Year 1-2019,OFAV-8/23/2019
52-53,94.76,Sperm,x52,OFAV,Year 1-2019,OFAV-8/22/2019
52-54,96.33,Sperm,x52,OFAV,Year 1-2019,OFAV-8/22/2019
52-55,91.57,Sperm,x52,OFAV,Year 1-2019,OFAV-8/22/2019
52-56,7.21,Sperm,x52,OFAV,Year 1-2019,OFAV-8/22/2019
52-57 ,84.49,Sperm,x52,OFAV,Year 1-2019,OFAV-8/22/2019
52-77,95.21,Sperm,x52,OFAV,Year 1-2019,OFAV-8/22/2019
52-79,93.87,Sperm,x52,OFAV,Year 1-2019,OFAV-8/22/2019
52-90,82.89,Sperm,x52,OFAV,Year 1-2019,OFAV-8/22/2019
52-107,91,Sperm,x52,OFAV,Year 1-2019,OFAV-8/22/2019
53-52,95.72,Sperm,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
53-54,95.74,Sperm,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
53-55,92.98,Sperm,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
53-56,7.37,Sperm,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
53-57,84.95,Sperm,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
53-77,94.67,Sperm,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
53-79,93.94,Sperm,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
53-90,81.66,Sperm,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
53-107,87.83,Sperm,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
54-52,93.94,Sperm,x54,OFAV,Year 1-2019,OFAV-8/22/2019
54-53,83.16,Sperm,x54,OFAV,Year 1-2019,OFAV-8/22/2019
54-55,1.68,Sperm,x54,OFAV,Year 1-2019,OFAV-8/22/2019
54-56,53.72,Sperm,x54,OFAV,Year 1-2019,OFAV-8/22/2019
54-57,2.32,Sperm,x54,OFAV,Year 1-2019,OFAV-8/22/2019
54-77,94.45,Sperm,x54,OFAV,Year 1-2019,OFAV-8/22/2019
54-79 ,89.9,Sperm,x54,OFAV,Year 1-2019,OFAV-8/22/2019
54-90 ,78.25,Sperm,x54,OFAV,Year 1-2019,OFAV-8/22/2019
54-107 ,82.59,Sperm,x54,OFAV,Year 1-2019,OFAV-8/22/2019
55-52,94.5,Sperm,x55,OFAV,Year 1-2019,OFAV-8/22/2019
55-53,80.84,Sperm,x55,OFAV,Year 1-2019,OFAV-8/22/2019
55-54,0.48,Sperm,x55,OFAV,Year 1-2019,OFAV-8/22/2019
55-56,51.5,Sperm,x55,OFAV,Year 1-2019,OFAV-8/22/2019
55-57,5.73,Sperm,x55,OFAV,Year 1-2019,OFAV-8/22/2019
55-77,95.31,Sperm,x55,OFAV,Year 1-2019,OFAV-8/22/2019
55-79,92.46,Sperm,x55,OFAV,Year 1-2019,OFAV-8/22/2019
55-90,80.16,Sperm,x55,OFAV,Year 1-2019,OFAV-8/22/2019
55-107,86,Sperm,x55,OFAV,Year 1-2019,OFAV-8/22/2019
56-52,93.5,Sperm,x56,OFAV,Year 1-2019,OFAV-8/22/2019
56-53,1.41,Sperm,x56,OFAV,Year 1-2019,OFAV-8/22/2019
56-54,90.77,Sperm,x56,OFAV,Year 1-2019,OFAV-8/22/2019
56-55,89.09,Sperm,x56,OFAV,Year 1-2019,OFAV-8/22/2019
56-57,84.65,Sperm,x56,OFAV,Year 1-2019,OFAV-8/22/2019
56-77,93.41,Sperm,x56,OFAV,Year 1-2019,OFAV-8/22/2019
56-79,90.01,Sperm,x56,OFAV,Year 1-2019,OFAV-8/22/2019
56-90,82.57,Sperm,x56,OFAV,Year 1-2019,OFAV-8/22/2019
56-107,82.13,Sperm,x56,OFAV,Year 1-2019,OFAV-8/22/2019
57-52,92.68,Sperm,x57,OFAV,Year 1-2019,OFAV-8/22/2019
57-53,68.45,Sperm,x57,OFAV,Year 1-2019,OFAV-8/22/2019
57-54,0.46,Sperm,x57,OFAV,Year 1-2019,OFAV-8/22/2019
57-55,0.89,Sperm,x57,OFAV,Year 1-2019,OFAV-8/22/2019
57-56,46.23,Sperm,x57,OFAV,Year 1-2019,OFAV-8/22/2019
57-77,91.75,Sperm,x57,OFAV,Year 1-2019,OFAV-8/22/2019
57-79,87.81,Sperm,x57,OFAV,Year 1-2019,OFAV-8/22/2019
57-90,80.02,Sperm,x57,OFAV,Year 1-2019,OFAV-8/22/2019
57-107,71.63,Sperm,x57,OFAV,Year 1-2019,OFAV-8/22/2019
77-52,96.04,Sperm,x77,OFAV,Year 1-2019,OFAV-8/22/2019
77-53,97.24,Sperm,x77,OFAV,Year 1-2019,OFAV-8/22/2019
77-54,94.86,Sperm,x77,OFAV,Year 1-2019,OFAV-8/22/2019
77-55,90.13,Sperm,x77,OFAV,Year 1-2019,OFAV-8/22/2019
77-56,67.09,Sperm,x77,OFAV,Year 1-2019,OFAV-8/22/2019
77-57,89.04,Sperm,x77,OFAV,Year 1-2019,OFAV-8/22/2019
77-79,91.83,Sperm,x77,OFAV,Year 1-2019,OFAV-8/22/2019
77-90,82.8,Sperm,x77,OFAV,Year 1-2019,OFAV-8/22/2019
77-107,86.28,Sperm,x77,OFAV,Year 1-2019,OFAV-8/22/2019
79-52,96.64,Sperm,x79.2,OFAV,Year 1-2019,OFAV-8/22/2019
79-53,96.23,Sperm,x79.2,OFAV,Year 1-2019,OFAV-8/22/2019
79-54,95.69,Sperm,x79.2,OFAV,Year 1-2019,OFAV-8/22/2019
79-55,92.59,Sperm,x79.2,OFAV,Year 1-2019,OFAV-8/22/2019
79-56,68.54,Sperm,x79.2,OFAV,Year 1-2019,OFAV-8/22/2019
79-57,90.89,Sperm,x79.2,OFAV,Year 1-2019,OFAV-8/22/2019
79-77,95.92,Sperm,x79.2,OFAV,Year 1-2019,OFAV-8/22/2019
79-90,84.13,Sperm,x79.2,OFAV,Year 1-2019,OFAV-8/22/2019
79-107,15.56,Sperm,x79.2,OFAV,Year 1-2019,OFAV-8/22/2019
90-52,97.79,Sperm,x90,OFAV,Year 1-2019,OFAV-8/22/2019
90-53,91.31,Sperm,x90,OFAV,Year 1-2019,OFAV-8/22/2019
90-54,95.29,Sperm,x90,OFAV,Year 1-2019,OFAV-8/22/2019
90-55,89.99,Sperm,x90,OFAV,Year 1-2019,OFAV-8/22/2019
90-56,59.97,Sperm,x90,OFAV,Year 1-2019,OFAV-8/22/2019
90-57,88.99,Sperm,x90,OFAV,Year 1-2019,OFAV-8/22/2019
90-77,93.37,Sperm,x90,OFAV,Year 1-2019,OFAV-8/22/2019
90-79,95.2,Sperm,x90,OFAV,Year 1-2019,OFAV-8/22/2019
90-107,87.15,Sperm,x90,OFAV,Year 1-2019,OFAV-8/22/2019
107-52,93.53,Sperm,x107,OFAV,Year 1-2019,OFAV-8/22/2019
107-53,92.63,Sperm,x107,OFAV,Year 1-2019,OFAV-8/22/2019
107-54,93.01,Sperm,x107,OFAV,Year 1-2019,OFAV-8/22/2019
107-55,90.43,Sperm,x107,OFAV,Year 1-2019,OFAV-8/22/2019
107-56,58.34,Sperm,x107,OFAV,Year 1-2019,OFAV-8/22/2019
107-57,83.42,Sperm,x107,OFAV,Year 1-2019,OFAV-8/22/2019
107-77,95.27,Sperm,x107,OFAV,Year 1-2019,OFAV-8/22/2019
107-79,1.95,Sperm,x107,OFAV,Year 1-2019,OFAV-8/22/2019
107-90,77.18,Sperm,x107,OFAV,Year 1-2019,OFAV-8/22/2019
53-52,95.72,Ova,x52,OFAV,Year 1-2019,OFAV-8/22/2019
54-52,93.94,Ova,x52,OFAV,Year 1-2019,OFAV-8/22/2019
55-52,94.5,Ova,x52,OFAV,Year 1-2019,OFAV-8/22/2019
56-52,93.5,Ova,x52,OFAV,Year 1-2019,OFAV-8/22/2019
57-52,92.68,Ova,x52,OFAV,Year 1-2019,OFAV-8/22/2019
77-52,96.04,Ova,x52,OFAV,Year 1-2019,OFAV-8/22/2019
79-52,96.64,Ova,x52,OFAV,Year 1-2019,OFAV-8/22/2019
90-52,97.79,Ova,x52,OFAV,Year 1-2019,OFAV-8/22/2019
107-52,93.53,Ova,x52,OFAV,Year 1-2019,OFAV-8/22/2019
52-53,94.76,Ova,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
54-53,83.16,Ova,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
55-53,80.84,Ova,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
56-53,1.41,Ova,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
57-53,68.45,Ova,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
77-53,97.24,Ova,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
79-53,96.23,Ova,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
90-53,91.31,Ova,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
107-53,92.63,Ova,x53.2,OFAV,Year 1-2019,OFAV-8/22/2019
52-54,96.33,Ova,x54,OFAV,Year 1-2019,OFAV-8/22/2019
53-54,95.74,Ova,x54,OFAV,Year 1-2019,OFAV-8/22/2019
55-54,0.48,Ova,x54,OFAV,Year 1-2019,OFAV-8/22/2019
56-54,90.77,Ova,x54,OFAV,Year 1-2019,OFAV-8/22/2019
57-54,0.46,Ova,x54,OFAV,Year 1-2019,OFAV-8/22/2019
77-54,94.86,Ova,x54,OFAV,Year 1-2019,OFAV-8/22/2019
79-54,95.69,Ova,x54,OFAV,Year 1-2019,OFAV-8/22/2019
90-54,95.29,Ova,x54,OFAV,Year 1-2019,OFAV-8/22/2019
107-54,93.01,Ova,x54,OFAV,Year 1-2019,OFAV-8/22/2019
52-55,91.57,Ova,x55,OFAV,Year 1-2019,OFAV-8/22/2019
53-55,92.98,Ova,x55,OFAV,Year 1-2019,OFAV-8/22/2019
54-55,1.68,Ova,x55,OFAV,Year 1-2019,OFAV-8/22/2019
56-55,89.09,Ova,x55,OFAV,Year 1-2019,OFAV-8/22/2019
57-55,0.89,Ova,x55,OFAV,Year 1-2019,OFAV-8/22/2019
77-55,90.13,Ova,x55,OFAV,Year 1-2019,OFAV-8/22/2019
79-55,92.59,Ova,x55,OFAV,Year 1-2019,OFAV-8/22/2019
90-55,89.99,Ova,x55,OFAV,Year 1-2019,OFAV-8/22/2019
107-55,90.43,Ova,x55,OFAV,Year 1-2019,OFAV-8/22/2019
52-56,7.21,Ova,x56,OFAV,Year 1-2019,OFAV-8/22/2019
53-56,7.37,Ova,x56,OFAV,Year 1-2019,OFAV-8/22/2019
54-56,53.72,Ova,x56,OFAV,Year 1-2019,OFAV-8/22/2019
