cross,fert,mi,fert_ln,fert_sqrt,fert_sq,mi_sq,mi_sqrt,mi_ln,dir
B8-M13 ,74.72222222,94,4.313777534,8.644201653,5583.410493,8836,9.695359715,4.543294782,Ova
M13-B8 ,38.17805777,94,3.642260947,6.178839516,1457.564095,8836,9.695359715,4.543294782,Sperm
B8-M5 ,86.76470588,93,4.463199925,9.314757425,7528.114186,8649,9.643650761,4.532599493,Ova
M5-B8 ,47.81754799,93,3.867392685,6.915023354,2286.517896,8649,9.643650761,4.532599493,Sperm
