fert,time,fert_sq,fert_sqrt,fert_ln
95.25758842,1,9074.008151,9.759999407,4.556584679
0.134952767,2,0.018212249,0.367359179,-2.002830439
0.39870787,3,0.158967966,0.631433187,-0.919526285
64.29657521,4,4134.049584,8.018514526,4.163506367
90.298567,5,8153.831202,9.502555814,4.503121591
0,6,0,0,#NUM!
53.55870264,7,2868.534628,7.318381149,3.980778298
1.25081929,8,1.564548896,1.118400326,0.223798769
0,9,0,0,#NUM!
94.36740542,10,8905.207207,9.714288725,4.547195732
68.48790789,11,4690.593527,8.275742135,4.226657203
71.82814388,12,5159.282254,8.475148605,4.274276375
74.02060907,13,5479.050566,8.603523061,4.304343555
73.03022228,14,5333.413367,8.545772188,4.290873359
80.5129717,15,6482.338612,8.972902078,4.388418311
76.45167804,16,5844.859075,8.743665023,4.336658882
80.81971565,17,6531.826438,8.989978624,4.392220941
80.70211556,18,6512.831455,8.983435621,4.39076479
87.91185243,19,7728.493798,9.376132061,4.476334636
91.38070696,20,8350.433604,9.559325654,4.515034373
1.56348956,21,2.444499605,1.250395761,0.446920221
92.96444832,22,8642.388651,9.641807316,4.532217144
0,23,0,0,#NUM!
41.33876252,24,1708.893287,6.429522729,3.72180062
93.08999965,25,8665.748036,9.648315897,4.533566763
0.204075313,26,0.041646733,0.451746957,-1.589266173
44.04976715,27,1940.381986,6.63699986,3.785320066
2.504358579,28,6.27181189,1.582516533,0.918032645
0.324226723,29,0.105122968,0.5694091,-1.126312245
0,30,0,0,#NUM!
93.36230151,31,8716.519342,9.66241696,4.53648764
0.280504909,32,0.078683004,0.529627141,-1.271164054
41.80124148,33,1747.343789,6.46538796,3.732926039
94.91326608,34,9008.528078,9.742343972,4.552963486
0,35,0,0,#NUM!
44.6909646,36,1997.282317,6.685130111,3.799771347
3.194225272,37,10.20307509,1.787239567,1.161344577
0.11148272,38,0.012428397,0.333890282,-2.193885676
96.15295815,39,9245.391362,9.805761477,4.565940238
75.10857422,40,5641.297921,8.666520306,4.318934723
90.76338403,41,8237.991881,9.526981895,4.508255945
83.45423264,42,6964.608946,9.13532882,4.42429837
83.96360777,43,7049.88743,9.163165816,4.430383464
91.14807389,44,8307.971373,9.54715004,4.51248537
86.04405671,45,7403.579695,9.27599357,4.454859452
0,46,0,0,#NUM!
90.85728192,47,8255.045678,9.531908619,4.509289945
87.64403307,48,7681.476534,9.361839193,4.473283532
93.57271151,49,8755.852339,9.673298895,4.538738797
78.57897785,50,6174.655761,8.864478431,4.364104206
76.8730496,51,5909.465756,8.767727733,4.342155355
82.74290288,52,6846.387976,9.096312598,4.415738245
84.25516119,53,7098.932187,9.179061019,4.433849828
83.42311224,54,6959.415656,9.133625361,4.423925396
91.92583228,55,8450.35864,9.587796007,4.520982081
86.82748538,56,7539.012217,9.31812671,4.463923223
88.50541101,57,7833.207778,9.407731449,4.483063691
88.89602185,58,7902.5027,9.42846869,4.487467393
91.09219115,59,8297.787288,9.54422292,4.511872083
0.86290358,60,0.744602588,0.928926036,-0.147452321
91.90896721,61,8447.258254,9.58691646,4.5207986
0.203252033,62,0.041311389,0.450834817,-1.593308531
0.083333333,63,0.006944444,0.288675135,-2.48490665
36.8197073,64,1355.690846,6.067924464,3.606033226
92.40739498,65,8539.126647,9.61287652,4.526207008
43.89698828,66,1926.94558,6.62548023,3.781845714
1.021845644,67,1.044168519,1.010863811,0.021610447
0,68,0,0,#NUM!
92.40554216,69,8538.784221,9.612780147,4.526186957
69.3593425,70,4810.718393,8.328225652,4.239300853
93.6661902,71,8773.355187,9.678129478,4.539737294
82.22208159,72,6760.470701,9.067639251,4.409423898
79.72479054,73,6356.042227,8.928873979,4.378580586
14.84609145,74,220.4064313,3.853062606,2.697736628
95.70501585,75,9159.450059,9.782894043,4.561270709
85.42452477,76,7297.349432,9.24253887,4.447633235
44.60239651,77,1989.373775,6.678502565,3.797787591
85.66627817,78,7338.711215,9.255607931,4.450459261
95.7117589,79,9160.740792,9.783238671,4.561341163
0.920888184,80,0.848035048,0.959629191,-0.082416657
91.27418185,81,8330.976272,9.553752239,4.513867964
0.340000333,82,0.115600226,0.583095475,-1.078808683
0.497512438,83,0.247518626,0.705345616,-0.698134722
41.40495271,84,1714.370109,6.434668034,3.723400504
94.89021164,85,9004.152265,9.741160693,4.552720556
0,86,0,0,#NUM!
87.42266556,87,7642.722454,9.350008854,4.47075458
0.350877193,88,0.123114805,0.592348878,-1.047318994
93.67414203,89,8774.844884,9.678540284,4.539822186
0.45045045,90,0.202905608,0.671156055,-0.797507196
90.49006696,91,8188.452219,9.512626712,4.505240087
0.614150984,92,0.377181432,0.783677858,-0.487514478
0.192316219,93,0.036985528,0.438538731,-1.648614289
46.46056133,94,2158.583759,6.816198451,3.838603809
90.33907714,95,8161.148858,9.504687114,4.503570115
0,96,0,0,#NUM!
43.09320072,97,1857.023949,6.564541166,3.763365229
0.990674919,98,0.981436796,0.995326539,-0.009368831
94.87959254,99,9002.137081,9.740615614,4.552608641
92.76050182,100,8604.510698,9.631225354,4.530020922
90.71349276,101,8228.93777,9.524363116,4.507706109
92.37939364,102,8533.95237,9.61141996,4.525903941
93.00041275,103,8649.076772,9.643672161,4.532603931
96.30823279,104,9275.275704,9.813675804,4.567553806
93.87967824,105,8813.393987,9.689152607,4.542013944
95.08658871,106,9041.459352,9.75123524,4.554787937
95.61701016,107,9142.612631,9.778395071,4.560350735
96.19258807,108,9253.013999,9.807782016,4.566352308
96.84156518,109,9378.288747,9.840811206,4.573076295
